run_id,run_date,ticker,model_type,prediction_horizon,feature_set,train_period,val_period,directional_accuracy,auc_roc,brier_score,hypothetical_sharpe,max_drawdown,beats_baseline,notes
cbd066e0,2026-08-26T02:13:01,KO,Baseline_Momentum,21,all_6_families,3y,6m,0.6121,0.5,0.2624,0.0,0.0,True,walk-forward avg over 16 folds
fc3d82c4,2026-08-26T02:13:02,KO,LogisticRegression,21,all_6_families,3y,6m,0.563,0.5905,0.298,0.0,0.0,True,walk-forward avg over 16 folds
eb59ea1f,2026-08-26T02:13:08,KO,RandomForest,21,all_6_families,3y,6m,0.5615,0.6501,0.2487,0.0,0.0,True,walk-forward avg over 16 folds
6ac605f9,2026-08-26T02:13:11,KO,XGBoost,21,all_6_families,3y,6m,0.567,0.6603,0.2996,0.0,0.0,True,walk-forward avg over 16 folds
d4d34a59,2026-08-26T02:13:11,MCD,Baseline_Random,21,all_6_families,3y,6m,0.4926,0.4996,0.263,0.0,0.0,False,walk-forward avg over 16 folds
ef6f485e,2026-08-26T02:13:11,MCD,Baseline_Momentum,21,all_6_families,3y,6m,0.5908,0.5,0.2739,0.0,0.0,True,walk-forward avg over 16 folds
d4472fe1,2026-08-26T02:13:12,MCD,LogisticRegression,21,all_6_families,3y,6m,0.5536,0.5372,0.2978,0.0,0.0,True,walk-forward avg over 16 folds
9fc639ac,2026-08-26T02:13:18,MCD,RandomForest,21,all_6_families,3y,6m,0.5169,0.5926,0.2835,0.0,0.0,False,walk-forward avg over 16 folds
519e8c49,2026-08-26T02:13:22,MCD,XGBoost,21,all_6_families,3y,6m,0.5273,0.6199,0.3588,0.0,0.0,True,walk-forward avg over 16 folds
e29a78c2,2026-08-26T02:13:22,WMT,Baseline_Random,21,all_6_families,3y,6m,0.4916,0.485,0.265,0.0,0.0,False,walk-forward avg over 16 folds
09268c7f,2026-08-26T02:13:22,WMT,Baseline_Momentum,21,all_6_families,3y,6m,0.6265,0.5,0.2546,0.0,0.0,True,walk-forward avg over 16 folds
480070f8,2026-08-26T02:13:23,WMT,LogisticRegression,21,all_6_families,3y,6m,0.5536,0.5741,0.3013,0.0,0.0,True,walk-forward avg over 16 folds
1cbce04a,2026-08-26T02:13:29,WMT,RandomForest,21,all_6_families,3y,6m,0.561,0.6369,0.2462,0.0,0.0,True,walk-forward avg over 16 folds
aa7b6e9f,2026-08-26T02:13:32,WMT,XGBoost,21,all_6_families,3y,6m,0.5486,0.6564,0.3201,0.0,0.0,True,walk-forward avg over 16 folds
0eeb1250,2026-08-26T02:13:32,HD,Baseline_Random,21,all_6_families,3y,6m,0.5159,0.4863,0.2659,0.0,0.0,False,walk-forward avg over 16 folds
b87586e5,2026-08-26T02:13:32,HD,Baseline_Momentum,21,all_6_families,3y,6m,0.5774,0.5,0.2811,0.0,0.0,True,walk-forward avg over 16 folds
586722a5,2026-08-26T02:13:33,HD,LogisticRegression,21,all_6_families,3y,6m,0.5645,0.6499,0.2899,0.0,0.0,True,walk-forward avg over 16 folds
48c71da0,2026-08-26T02:13:39,HD,RandomForest,21,all_6_families,3y,6m,0.5317,0.6021,0.2695,0.0,0.0,True,walk-forward avg over 16 folds
8fed273e,2026-08-26T02:13:43,HD,XGBoost,21,all_6_families,3y,6m,0.5501,0.6567,0.3222,0.0,0.0,True,walk-forward avg over 16 folds
b88938f3,2026-08-26T02:13:43,COST,Baseline_Random,21,all_6_families,3y,6m,0.5114,0.5073,0.2613,0.0,0.0,False,walk-forward avg over 16 folds
6d1ed1b0,2026-08-26T02:13:43,COST,Baseline_Momentum,21,all_6_families,3y,6m,0.6414,0.5,0.2466,0.0,0.0,True,walk-forward avg over 16 folds
9ae85375,2026-08-26T02:13:43,COST,LogisticRegression,21,all_6_families,3y,6m,0.6081,0.6598,0.2757,0.0,0.0,True,walk-forward avg over 16 folds
71541edc,2026-08-26T02:13:50,COST,RandomForest,21,all_6_families,3y,6m,0.6002,0.6328,0.2547,0.0,0.0,True,walk-forward avg over 16 folds
9253ffad,2026-08-26T02:13:53,COST,XGBoost,21,all_6_families,3y,6m,0.6027,0.629,0.3006,0.0,0.0,True,walk-forward avg over 16 folds
5d561c67,2026-08-26T02:13:54,NKE,Baseline_Random,21,all_6_families,3y,6m,0.5094,0.5084,0.2627,0.0,0.0,False,walk-forward avg over 16 folds
c4529a3f,2026-08-26T02:13:54,NKE,Baseline_Momentum,21,all_6_families,3y,6m,0.5402,0.5,0.3012,0.0,0.0,True,walk-forward avg over 16 folds
5d059df9,2026-08-26T02:13:54,NKE,LogisticRegression,21,all_6_families,3y,6m,0.5427,0.5108,0.3068,0.0,0.0,True,walk-forward avg over 16 folds
978a2336,2026-08-26T02:14:01,NKE,RandomForest,21,all_6_families,3y,6m,0.505,0.5771,0.2729,0.0,0.0,False,walk-forward avg over 16 folds
bbfb86f2,2026-08-26T02:14:04,NKE,XGBoost,21,all_6_families,3y,6m,0.5451,0.6151,0.3374,0.0,0.0,True,walk-forward avg over 16 folds
4931ab2f,2026-08-26T02:14:04,SBUX,Baseline_Random,21,all_6_families,3y,6m,0.5025,0.5155,0.2602,0.0,0.0,False,walk-forward avg over 16 folds
eece1697,2026-08-26T02:14:04,SBUX,Baseline_Momentum,21,all_6_families,3y,6m,0.56,0.5,0.2905,0.0,0.0,True,walk-forward avg over 16 folds
d8bf314a,2026-08-26T02:14:05,SBUX,LogisticRegression,21,all_6_families,3y,6m,0.4425,0.6479,0.3673,0.0,0.0,False,walk-forward avg over 16 folds
02603eaf,2026-08-26T02:14:11,SBUX,RandomForest,21,all_6_families,3y,6m,0.5,0.6457,0.2844,0.0,0.0,False,walk-forward avg over 16 folds
69a41b11,2026-08-26T02:14:15,SBUX,XGBoost,21,all_6_families,3y,6m,0.4866,0.6886,0.3958,0.0,0.0,False,walk-forward avg over 16 folds
4da6d309,2026-08-26T02:14:15,DIS,Baseline_Random,21,all_6_families,3y,6m,0.4831,0.5188,0.2609,0.0,0.0,False,walk-forward avg over 16 folds
49a23eb2,2026-08-26T02:14:15,DIS,Baseline_Momentum,21,all_6_families,3y,6m,0.4732,0.5,0.3374,0.0,0.0,False,walk-forward avg over 16 folds
031a7691,2026-08-26T02:14:16,DIS,LogisticRegression,21,all_6_families,3y,6m,0.5208,0.5645,0.2982,0.0,0.0,True,walk-forward avg over 16 folds
6ae3dc25,2026-08-26T02:14:22,DIS,RandomForest,21,all_6_families,3y,6m,0.4995,0.5749,0.2703,0.0,0.0,False,walk-forward avg over 16 folds
61c473b8,2026-08-26T02:14:27,DIS,XGBoost,21,all_6_families,3y,6m,0.4683,0.5765,0.3819,0.0,0.0,False,walk-forward avg over 16 folds
d2e9fcfa,2026-08-26T02:14:27,LOW,Baseline_Random,21,all_6_families,3y,6m,0.5159,0.4931,0.2645,0.0,0.0,False,walk-forward avg over 16 folds
c61769ab,2026-08-26T02:14:27,LOW,Baseline_Momentum,21,all_6_families,3y,6m,0.5863,0.5,0.2763,0.0,0.0,True,walk-forward avg over 16 folds
fc4b438b,2026-08-26T02:14:27,LOW,LogisticRegression,21,all_6_families,3y,6m,0.5665,0.6434,0.2915,0.0,0.0,True,walk-forward avg over 16 folds
20277dae,2026-08-26T02:14:34,LOW,RandomForest,21,all_6_families,3y,6m,0.5327,0.6059,0.2596,0.0,0.0,True,walk-forward avg over 16 folds
7c0f994d,2026-08-26T02:14:38,LOW,XGBoost,21,all_6_families,3y,6m,0.5471,0.6282,0.3159,0.0,0.0,True,walk-forward avg over 16 folds
c9afed87,2026-08-26T02:14:38,UNH,Baseline_Random,21,all_6_families,3y,6m,0.505,0.5152,0.2601,0.0,0.0,False,walk-forward avg over 16 folds
cd888d5e,2026-08-26T02:14:38,UNH,Baseline_Momentum,21,all_6_families,3y,6m,0.5694,0.5,0.2854,0.0,0.0,True,walk-forward avg over 16 folds
3dddef59,2026-08-26T02:14:38,UNH,LogisticRegression,21,all_6_families,3y,6m,0.558,0.5908,0.3044,0.0,0.0,True,walk-forward avg over 16 folds
baabbf22,2026-08-26T02:14:45,UNH,RandomForest,21,all_6_families,3y,6m,0.5813,0.6551,0.2566,0.0,0.0,True,walk-forward avg over 16 folds
dd0a8022,2026-08-26T02:14:49,UNH,XGBoost,21,all_6_families,3y,6m,0.5878,0.6579,0.3198,0.0,0.0,True,walk-forward avg over 16 folds
fb4a7513,2026-08-26T02:14:49,JNJ,Baseline_Random,21,all_6_families,3y,6m,0.5164,0.5082,0.262,0.0,0.0,False,walk-forward avg over 16 folds
16d279e1,2026-08-26T02:14:49,JNJ,Baseline_Momentum,21,all_6_families,3y,6m,0.562,0.5,0.2894,0.0,0.0,True,walk-forward avg over 16 folds
c742d9e1,2026-08-26T02:14:49,JNJ,LogisticRegression,21,all_6_families,3y,6m,0.495,0.6105,0.3206,0.0,0.0,False,walk-forward avg over 16 folds
da774d0b,2026-08-26T02:14:55,JNJ,RandomForest,21,all_6_families,3y,6m,0.5079,0.6498,0.2747,0.0,0.0,False,walk-forward avg over 16 folds
20eb33d3,2026-08-26T02:14:58,JNJ,XGBoost,21,all_6_families,3y,6m,0.5104,0.6168,0.3621,0.0,0.0,False,walk-forward avg over 16 folds
9e6c0ca1,2026-08-26T02:14:59,PFE,Baseline_Random,21,all_6_families,3y,6m,0.4995,0.5263,0.2592,0.0,0.0,False,walk-forward avg over 16 folds
feedfaf9,2026-08-26T02:14:59,PFE,Baseline_Momentum,21,all_6_families,3y,6m,0.5035,0.5,0.321,0.0,0.0,False,walk-forward avg over 16 folds
6a9063e7,2026-08-26T02:14:59,PFE,LogisticRegression,21,all_6_families,3y,6m,0.5174,0.6545,0.3137,0.0,0.0,False,walk-forward avg over 16 folds
c1dd48c9,2026-08-26T02:15:05,PFE,RandomForest,21,all_6_families,3y,6m,0.5779,0.6436,0.2643,0.0,0.0,True,walk-forward avg over 16 folds
2488f018,2026-08-26T02:15:09,PFE,XGBoost,21,all_6_families,3y,6m,0.5823,0.6767,0.3218,0.0,0.0,True,walk-forward avg over 16 folds
5b795851,2026-08-26T02:15:09,LLY,Baseline_Random,21,all_6_families,3y,6m,0.505,0.5192,0.259,0.0,0.0,False,walk-forward avg over 16 folds
a2a96cc0,2026-08-26T02:15:09,LLY,Baseline_Momentum,21,all_6_families,3y,6m,0.629,0.5,0.2533,0.0,0.0,True,walk-forward avg over 16 folds
3a354635,2026-08-26T02:15:10,LLY,LogisticRegression,21,all_6_families,3y,6m,0.5511,0.579,0.3173,0.0,0.0,True,walk-forward avg over 16 folds
099ea64b,2026-08-26T02:15:16,LLY,RandomForest,21,all_6_families,3y,6m,0.5417,0.5092,0.2685,0.0,0.0,True,walk-forward avg over 16 folds
763ab087,2026-08-26T02:15:20,LLY,XGBoost,21,all_6_families,3y,6m,0.5129,0.5483,0.3599,0.0,0.0,False,walk-forward avg over 16 folds
74947613,2026-08-26T02:15:20,ABBV,Baseline_Random,21,all_6_families,3y,6m,0.5,0.5178,0.2601,0.0,0.0,False,walk-forward avg over 16 folds
1ccca16e,2026-08-26T02:15:20,ABBV,Baseline_Momentum,21,all_6_families,3y,6m,0.5853,0.5,0.2768,0.0,0.0,True,walk-forward avg over 16 folds
bd1e9b9f,2026-08-26T02:15:20,ABBV,LogisticRegression,21,all_6_families,3y,6m,0.5164,0.548,0.3246,0.0,0.0,False,walk-forward avg over 16 folds
c2cb0dab,2026-08-26T02:15:27,ABBV,RandomForest,21,all_6_families,3y,6m,0.5506,0.5347,0.2597,0.0,0.0,True,walk-forward avg over 16 folds
56412b9f,2026-08-26T02:15:32,ABBV,XGBoost,21,all_6_families,3y,6m,0.5288,0.553,0.3314,0.0,0.0,True,walk-forward avg over 16 folds
e34fea52,2026-08-26T02:15:32,MRK,Baseline_Random,21,all_6_families,3y,6m,0.4911,0.5293,0.2582,0.0,0.0,False,walk-forward avg over 16 folds
0ca06e81,2026-08-26T02:15:32,MRK,Baseline_Momentum,21,all_6_families,3y,6m,0.5833,0.5,0.2779,0.0,0.0,True,walk-forward avg over 16 folds
817e3285,2026-08-26T02:15:32,MRK,LogisticRegression,21,all_6_families,3y,6m,0.5015,0.5842,0.3292,0.0,0.0,False,walk-forward avg over 16 folds
208e6b19,2026-08-26T02:15:39,MRK,RandomForest,21,all_6_families,3y,6m,0.5283,0.5762,0.2665,0.0,0.0,True,walk-forward avg over 16 folds
93cab59a,2026-08-26T02:15:43,MRK,XGBoost,21,all_6_families,3y,6m,0.5417,0.578,0.3348,0.0,0.0,True,walk-forward avg over 16 folds
97fc0e61,2026-08-26T02:15:43,AMGN,Baseline_Random,21,all_6_families,3y,6m,0.4975,0.5001,0.2634,0.0,0.0,False,walk-forward avg over 16 folds
386a2d04,2026-08-26T02:15:43,AMGN,Baseline_Momentum,21,all_6_families,3y,6m,0.5312,0.5,0.306,0.0,0.0,True,walk-forward avg over 16 folds
c0d58cff,2026-08-26T02:15:43,AMGN,LogisticRegression,21,all_6_families,3y,6m,0.5293,0.7156,0.3203,0.0,0.0,True,walk-forward avg over 16 folds
a78850e1,2026-08-26T02:15:49,AMGN,RandomForest,21,all_6_families,3y,6m,0.5446,0.6815,0.2717,0.0,0.0,True,walk-forward avg over 16 folds
b05c44fe,2026-08-26T02:15:53,AMGN,XGBoost,21,all_6_families,3y,6m,0.5526,0.672,0.3442,0.0,0.0,True,walk-forward avg over 16 folds
274f5ebb,2026-08-26T02:15:53,GILD,Baseline_Random,21,all_6_families,3y,6m,0.5109,0.5001,0.2629,0.0,0.0,False,walk-forward avg over 16 folds
63b8a65c,2026-08-26T02:15:53,GILD,Baseline_Momentum,21,all_6_families,3y,6m,0.5437,0.5,0.2993,0.0,0.0,True,walk-forward avg over 16 folds
8be968e7,2026-08-26T02:15:53,GILD,LogisticRegression,21,all_6_families,3y,6m,0.4871,0.6146,0.3483,0.0,0.0,False,walk-forward avg over 16 folds
6a8d3164,2026-08-26T02:16:00,GILD,RandomForest,21,all_6_families,3y,6m,0.5342,0.6106,0.2745,0.0,0.0,True,walk-forward avg over 16 folds
06f724be,2026-08-26T02:16:03,GILD,XGBoost,21,all_6_families,3y,6m,0.4921,0.5889,0.3684,0.0,0.0,False,walk-forward avg over 16 folds
9d80ccfe,2026-08-26T02:16:04,TMO,Baseline_Random,21,all_6_families,3y,6m,0.5193,0.4898,0.2651,0.0,0.0,False,walk-forward avg over 16 folds
9b6575c6,2026-08-26T02:16:04,TMO,Baseline_Momentum,21,all_6_families,3y,6m,0.5888,0.5,0.275,0.0,0.0,True,walk-forward avg over 16 folds
8b5f126e,2026-08-26T02:16:04,TMO,LogisticRegression,21,all_6_families,3y,6m,0.563,0.7171,0.3147,0.0,0.0,True,walk-forward avg over 16 folds
f417948d,2026-08-26T02:16:10,TMO,RandomForest,21,all_6_families,3y,6m,0.56,0.68,0.2546,0.0,0.0,True,walk-forward avg over 16 folds
772cc985,2026-08-26T02:16:14,TMO,XGBoost,21,all_6_families,3y,6m,0.5536,0.6715,0.324,0.0,0.0,True,walk-forward avg over 16 folds
e8e552c0,2026-08-26T02:16:14,BNTX,Baseline_Random,21,all_6_families,3y,6m,0.498,0.4893,0.2662,0.0,0.0,False,walk-forward avg over 4 folds
551cc54d,2026-08-26T02:16:14,BNTX,Baseline_Momentum,21,all_6_families,3y,6m,0.5139,0.5,0.3154,0.0,0.0,False,walk-forward avg over 4 folds
00fca4a2,2026-08-26T02:16:14,BNTX,LogisticRegression,21,all_6_families,3y,6m,0.4782,0.6337,0.293,0.0,0.0,False,walk-forward avg over 4 folds
15810289,2026-08-26T02:16:16,BNTX,RandomForest,21,all_6_families,3y,6m,0.5159,0.6479,0.272,0.0,0.0,False,walk-forward avg over 4 folds
0473b194,2026-08-26T02:16:17,BNTX,XGBoost,21,all_6_families,3y,6m,0.5099,0.5468,0.375,0.0,0.0,False,walk-forward avg over 4 folds
450f6ae2,2026-08-26T02:16:17,VRTX,Baseline_Random,21,all_6_families,3y,6m,0.5079,0.5116,0.261,0.0,0.0,False,walk-forward avg over 16 folds
e2f7330b,2026-08-26T02:16:17,VRTX,Baseline_Momentum,21,all_6_families,3y,6m,0.5754,0.5,0.2822,0.0,0.0,True,walk-forward avg over 16 folds
d989f455,2026-08-26T02:16:17,VRTX,LogisticRegression,21,all_6_families,3y,6m,0.5228,0.5893,0.3078,0.0,0.0,True,walk-forward avg over 16 folds
130bdb3d,2026-08-26T02:16:24,VRTX,RandomForest,21,all_6_families,3y,6m,0.5655,0.5797,0.255,0.0,0.0,True,walk-forward avg over 16 folds
a6202787,2026-08-26T02:16:28,VRTX,XGBoost,21,all_6_families,3y,6m,0.5179,0.5783,0.3353,0.0,0.0,False,walk-forward avg over 16 folds
e6408761,2026-08-26T02:16:28,AXSM,Baseline_Random,21,all_6_families,3y,6m,0.5119,0.4958,0.2648,0.0,0.0,False,walk-forward avg over 12 folds
75db8f92,2026-08-26T02:16:28,AXSM,Baseline_Momentum,21,all_6_families,3y,6m,0.5212,0.5,0.3115,0.0,0.0,True,walk-forward avg over 12 folds
f7e6c81f,2026-08-26T02:16:28,AXSM,LogisticRegression,21,all_6_families,3y,6m,0.5463,0.6898,0.2786,0.0,0.0,True,walk-forward avg over 12 folds
7521d78a,2026-08-26T02:16:33,AXSM,RandomForest,21,all_6_families,3y,6m,0.5377,0.6255,0.2493,0.0,0.0,True,walk-forward avg over 12 folds
7d470b19,2026-08-26T02:16:36,AXSM,XGBoost,21,all_6_families,3y,6m,0.5324,0.6236,0.3264,0.0,0.0,True,walk-forward avg over 12 folds
07925953,2026-08-26T02:16:36,NVS,Baseline_Random,21,all_6_families,3y,6m,0.5188,0.5135,0.261,0.0,0.0,False,walk-forward avg over 16 folds
ff319a7c,2026-08-26T02:16:36,NVS,Baseline_Momentum,21,all_6_families,3y,6m,0.5744,0.5,0.2827,0.0,0.0,True,walk-forward avg over 16 folds
52e33afc,2026-08-26T02:16:36,NVS,LogisticRegression,21,all_6_families,3y,6m,0.4688,0.5332,0.3068,0.0,0.0,False,walk-forward avg over 16 folds
365b849b,2026-08-26T02:16:43,NVS,RandomForest,21,all_6_families,3y,6m,0.5337,0.6044,0.2693,0.0,0.0,True,walk-forward avg over 16 folds
1fd3bf5e,2026-08-26T02:16:46,NVS,XGBoost,21,all_6_families,3y,6m,0.5218,0.6174,0.3516,0.0,0.0,True,walk-forward avg over 16 folds
d19b2e60,2026-08-26T02:16:46,ATAI,Baseline_Random,21,all_6_families,3y,6m,0.4841,0.3936,0.2805,0.0,0.0,False,walk-forward avg over 1 folds
f7591dbc,2026-08-26T02:16:46,ATAI,Baseline_Momentum,21,all_6_families,3y,6m,0.6825,0.5,0.2243,0.0,0.0,True,walk-forward avg over 1 folds
a410f40c,2026-08-26T02:16:46,ATAI,LogisticRegression,21,all_6_families,3y,6m,0.3413,0.6753,0.562,0.0,0.0,False,walk-forward avg over 1 folds
0aa1b142,2026-08-26T02:16:47,ATAI,RandomForest,21,all_6_families,3y,6m,0.6825,0.5698,0.2164,0.0,0.0,True,walk-forward avg over 1 folds
0458e0df,2026-08-26T02:16:47,ATAI,XGBoost,21,all_6_families,3y,6m,0.6825,0.5523,0.2751,0.0,0.0,True,walk-forward avg over 1 folds
71c7569e,2026-08-26T02:16:47,XOM,Baseline_Random,21,all_6_families,3y,6m,0.5124,0.4954,0.2639,0.0,0.0,False,walk-forward avg over 16 folds
edf30300,2026-08-26T02:16:47,XOM,Baseline_Momentum,21,all_6_families,3y,6m,0.5699,0.5,0.2851,0.0,0.0,True,walk-forward avg over 16 folds
c4f44a15,2026-08-26T02:16:48,XOM,LogisticRegression,21,all_6_families,3y,6m,0.4955,0.6148,0.3462,0.0,0.0,False,walk-forward avg over 16 folds
1037b331,2026-08-26T02:16:54,XOM,RandomForest,21,all_6_families,3y,6m,0.5387,0.6402,0.2682,0.0,0.0,True,walk-forward avg over 16 folds
692b328a,2026-08-26T02:16:58,XOM,XGBoost,21,all_6_families,3y,6m,0.5308,0.6235,0.3586,0.0,0.0,True,walk-forward avg over 16 folds
3dfe0a47,2026-08-26T02:16:58,CVX,Baseline_Random,21,all_6_families,3y,6m,0.5169,0.5049,0.2625,0.0,0.0,False,walk-forward avg over 16 folds
afe13494,2026-08-26T02:16:58,CVX,Baseline_Momentum,21,all_6_families,3y,6m,0.5694,0.5,0.2854,0.0,0.0,True,walk-forward avg over 16 folds
6011d442,2026-08-26T02:16:58,CVX,LogisticRegression,21,all_6_families,3y,6m,0.496,0.5947,0.3446,0.0,0.0,False,walk-forward avg over 16 folds
d1ff4e4c,2026-08-26T02:17:05,CVX,RandomForest,21,all_6_families,3y,6m,0.5491,0.6907,0.2561,0.0,0.0,True,walk-forward avg over 16 folds
343a1a86,2026-08-26T02:17:08,CVX,XGBoost,21,all_6_families,3y,6m,0.5332,0.6941,0.3265,0.0,0.0,True,walk-forward avg over 16 folds
125eafa0,2026-08-26T02:17:08,NEE,Baseline_Random,21,all_6_families,3y,6m,0.5139,0.4987,0.2629,0.0,0.0,False,walk-forward avg over 16 folds
0358f927,2026-08-26T02:17:08,NEE,Baseline_Momentum,21,all_6_families,3y,6m,0.6062,0.5,0.2656,0.0,0.0,True,walk-forward avg over 16 folds
065d2d63,2026-08-26T02:17:08,NEE,LogisticRegression,21,all_6_families,3y,6m,0.5828,0.6952,0.2965,0.0,0.0,True,walk-forward avg over 16 folds
7941a690,2026-08-26T02:17:15,NEE,RandomForest,21,all_6_families,3y,6m,0.5739,0.7597,0.2421,0.0,0.0,True,walk-forward avg over 16 folds
207d18a6,2026-08-26T02:17:18,NEE,XGBoost,21,all_6_families,3y,6m,0.6027,0.7492,0.2943,0.0,0.0,True,walk-forward avg over 16 folds
14cc1a49,2026-08-26T02:17:18,FSLR,Baseline_Random,21,all_6_families,3y,6m,0.5,0.4968,0.2642,0.0,0.0,False,walk-forward avg over 16 folds
24613c78,2026-08-26T02:17:18,FSLR,Baseline_Momentum,21,all_6_families,3y,6m,0.5397,0.5,0.3015,0.0,0.0,True,walk-forward avg over 16 folds
2c4c95d5,2026-08-26T02:17:18,FSLR,LogisticRegression,21,all_6_families,3y,6m,0.5412,0.6709,0.3123,0.0,0.0,True,walk-forward avg over 16 folds
311129df,2026-08-26T02:17:25,FSLR,RandomForest,21,all_6_families,3y,6m,0.5169,0.5619,0.2667,0.0,0.0,False,walk-forward avg over 16 folds
c176d111,2026-08-26T02:17:29,FSLR,XGBoost,21,all_6_families,3y,6m,0.5055,0.5432,0.3569,0.0,0.0,False,walk-forward avg over 16 folds
72c2a942,2026-08-26T02:17:29,CCJ,Baseline_Random,21,all_6_families,3y,6m,0.5124,0.518,0.2595,0.0,0.0,False,walk-forward avg over 16 folds
a3673e7b,2026-08-26T02:17:29,CCJ,Baseline_Momentum,21,all_6_families,3y,6m,0.565,0.5,0.2878,0.0,0.0,True,walk-forward avg over 16 folds
47605962,2026-08-26T02:17:29,CCJ,LogisticRegression,21,all_6_families,3y,6m,0.5362,0.6404,0.3069,0.0,0.0,True,walk-forward avg over 16 folds
88eff600,2026-08-26T02:17:36,CCJ,RandomForest,21,all_6_families,3y,6m,0.5407,0.6306,0.259,0.0,0.0,True,walk-forward avg over 16 folds
8a60fe5f,2026-08-26T02:17:40,CCJ,XGBoost,21,all_6_families,3y,6m,0.5551,0.5973,0.3153,0.0,0.0,True,walk-forward avg over 16 folds
6d99015c,2026-08-26T02:17:40,REP.DE,Baseline_Random,21,all_6_families,3y,6m,0.5104,0.4756,0.2666,0.0,0.0,False,walk-forward avg over 13 folds
cba025d0,2026-08-26T02:17:40,REP.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5611,0.5,0.2899,0.0,0.0,True,walk-forward avg over 13 folds
b88902cc,2026-08-26T02:17:40,REP.DE,LogisticRegression,21,all_6_families,3y,6m,0.4274,0.524,0.3422,0.0,0.0,False,walk-forward avg over 13 folds
ec600412,2026-08-26T02:17:46,REP.DE,RandomForest,21,all_6_families,3y,6m,0.4274,0.6135,0.2958,0.0,0.0,False,walk-forward avg over 13 folds
815cd526,2026-08-26T02:17:49,REP.DE,XGBoost,21,all_6_families,3y,6m,0.4878,0.6186,0.3809,0.0,0.0,False,walk-forward avg over 13 folds
324d7d86,2026-08-26T02:17:49,ENB.DE,Baseline_Random,21,all_6_families,3y,6m,0.5124,0.5112,0.2607,0.0,0.0,False,walk-forward avg over 16 folds
8e08eb54,2026-08-26T02:17:49,ENB.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6017,0.5,0.268,0.0,0.0,True,walk-forward avg over 16 folds
e4883d83,2026-08-26T02:17:50,ENB.DE,LogisticRegression,21,all_6_families,3y,6m,0.5397,0.5964,0.3091,0.0,0.0,True,walk-forward avg over 16 folds
5b5d6feb,2026-08-26T02:17:56,ENB.DE,RandomForest,21,all_6_families,3y,6m,0.5298,0.5948,0.2682,0.0,0.0,True,walk-forward avg over 16 folds
37292878,2026-08-26T02:18:00,ENB.DE,XGBoost,21,all_6_families,3y,6m,0.506,0.6411,0.368,0.0,0.0,False,walk-forward avg over 16 folds
1f0de8a8,2026-08-26T02:18:00,EGI.DE,Baseline_Random,21,all_6_families,3y,6m,0.5035,0.5018,0.2624,0.0,0.0,False,walk-forward avg over 16 folds
6bed5794,2026-08-26T02:18:00,EGI.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6017,0.5,0.268,0.0,0.0,True,walk-forward avg over 16 folds
c41b08a7,2026-08-26T02:18:00,EGI.DE,LogisticRegression,21,all_6_families,3y,6m,0.5709,0.6097,0.2945,0.0,0.0,True,walk-forward avg over 16 folds
8087103b,2026-08-26T02:18:07,EGI.DE,RandomForest,21,all_6_families,3y,6m,0.559,0.6012,0.2504,0.0,0.0,True,walk-forward avg over 16 folds
6ca88c56,2026-08-26T02:18:10,EGI.DE,XGBoost,21,all_6_families,3y,6m,0.5709,0.6164,0.316,0.0,0.0,True,walk-forward avg over 16 folds
2cd3c0b7,2026-08-26T02:18:10,BLM.DE,Baseline_Random,21,all_6_families,3y,6m,0.5091,0.5135,0.2616,0.0,0.0,False,walk-forward avg over 7 folds
3c0e1542,2026-08-26T02:18:10,BLM.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.4966,0.5,0.3247,0.0,0.0,False,walk-forward avg over 7 folds
c4555238,2026-08-26T02:18:11,BLM.DE,LogisticRegression,21,all_6_families,3y,6m,0.5635,0.6308,0.285,0.0,0.0,True,walk-forward avg over 7 folds
160762ba,2026-08-26T02:18:13,BLM.DE,RandomForest,21,all_6_families,3y,6m,0.5986,0.7282,0.2391,0.0,0.0,True,walk-forward avg over 7 folds
ea2815d5,2026-08-26T02:18:15,BLM.DE,XGBoost,21,all_6_families,3y,6m,0.6043,0.6535,0.2911,0.0,0.0,True,walk-forward avg over 7 folds
f92b3920,2026-08-26T02:18:15,BEP,Baseline_Random,21,all_6_families,3y,6m,0.495,0.5228,0.2607,0.0,0.0,False,walk-forward avg over 16 folds
d341b85f,2026-08-26T02:18:15,BEP,Baseline_Momentum,21,all_6_families,3y,6m,0.5655,0.5,0.2875,0.0,0.0,True,walk-forward avg over 16 folds
c70406ee,2026-08-26T02:18:15,BEP,LogisticRegression,21,all_6_families,3y,6m,0.5357,0.573,0.3069,0.0,0.0,True,walk-forward avg over 16 folds
28dcfb45,2026-08-26T02:18:22,BEP,RandomForest,21,all_6_families,3y,6m,0.498,0.5989,0.2743,0.0,0.0,False,walk-forward avg over 16 folds
e1593a8c,2026-08-26T02:18:25,BEP,XGBoost,21,all_6_families,3y,6m,0.4836,0.6251,0.3869,0.0,0.0,False,walk-forward avg over 16 folds
35470758,2026-08-26T02:18:26,RIO,Baseline_Random,21,all_6_families,3y,6m,0.5188,0.5025,0.2618,0.0,0.0,False,walk-forward avg over 16 folds
